"ma GeV","Br_Kplus","Br_K0star","Br_K1","Br_K2star","Br_Kstar892","Br_Kstar1410","Br_Kstar1680","Br_Piplus","Br_Total","P_B->a,FNAL (DUNE)","P_B->a,SPS (SHiP)","P_B->a,LHC"
0.011,147848.07889633207,279421.43398479617,320139.80848180776,105388.28303121352,163097.84215042385,92256.22455419114,58050.356196114,36062.412759816834,1.2022644400546954e6,0.0003756696854892418,0.5232254843118035,12603.578577981385
0.012,147848.1375647383,279421.5924172901,320139.67055648734,105388.1146028089,163097.84399641491,92256.06122771771,58050.22710202975,36062.382934022644,1.2022640304015097e6,0.0003756695574855528,0.523225306030737,12603.574283505108
0.013000000000000001,147848.19623314455,279421.750849784,320139.532631167,105387.94617440426,163097.845842406,92255.8979012443,58050.09800794548,36062.35051468106,1.2022636181547767e6,0.00037566942867146223,0.5232251266209589,12603.569961840158
0.014000000000000002,147848.2549015508,279421.9092822779,320139.39470584656,105387.77774599964,163097.84768839707,92255.73457477089,58049.96891386124,36062.31550179204,1.2022632033144962e6,0.00037566929904696983,0.5232249460824688,12603.56561298653
0.015,147848.31356995704,279422.06771477184,320139.2567805262,105387.60931759502,163097.84953438817,92255.57124829748,58049.83981977697,36062.27789535559,1.2022627858806683e6,0.0003756691686120758,0.5232247644152669,12603.561236944224
0.016,147848.3957059101,279422.28952162596,320139.0636791537,105387.37351454802,163097.85211785458,92255.3425909824,58049.6590879678,36062.23769537168,1.2022622139134144e6,0.00037566898989036435,0.523224515495118,12603.555240897107
0.017,147848.4778418632,279422.51132848015,320138.87057778105,105387.13771150101,163097.85470132102,92255.11393366732,58049.478356158615,36062.19490184028,1.2022616393526127e6,0.000375668810358251,0.5232242654462571,12603.549217661312
0.018000000000000002,147848.5599778163,279422.7331353343,320138.67747640854,105386.901908454,163097.8572847875,92254.88527635223,58049.29762434945,36062.14951476137,1.2022610621982636e6,0.00037566863001573604,0.5232240142686844,12603.54316723684
0.019000000000000003,147848.6421137694,279422.95494218846,320138.484375036,105386.66610540698,163097.8598682539,92254.65661903715,58049.11689254028,36062.10153413492,1.202260482450367e6,0.0003756684488628193,0.5232237619623997,12603.53708962369
0.02,147848.72424972247,279423.17674904264,320138.29127366346,105386.43030235996,163097.8624517203,92254.42796172207,58048.9361607311,36062.0509599609,1.2022599001089227e6,0.00037566826689950083,0.5232235085274032,12603.53098482186
0.021,147848.82985340682,279423.46193162,320138.0429903146,105386.12712139008,163097.86577174097,92254.13397331307,58048.70379110583,36061.99779223928,1.2022591632251306e6,0.0003756680366465771,0.5232231878355769,12603.52325992169
0.022000000000000002,147848.93545709117,279423.74711419735,320137.7947069658,105385.82394042017,163097.86909176156,92253.83998490409,58048.47142148054,36061.94203097003,1.2022584237477907e6,0.0003756678055832516,0.5232228660150385,12603.515507832843
0.023,147849.04106077552,279424.03229677485,320137.54642361694,105385.52075945026,163097.8724117822,92253.5459964951,58048.23905185528,36061.88367615312,1.2022576816769033e6,0.00037566757370952427,0.5232225430657883,12603.507728555314
0.024,147849.14666445987,279424.31747935223,320137.29814026813,105385.21757848035,163097.8757318028,92253.2520080861,58048.00668222999,36061.822727788494,1.202256937012468e6,0.00037566734102539514,0.5232222189878261,12603.499922089106
0.025,147849.25226814422,279424.6026619296,320137.0498569193,105384.91439751045,163097.87905182346,92252.9580196771,58047.77431260473,36061.759185876144,1.2022561897544852e6,0.0003756671075308643,0.523221893781152,12603.492088434221
0.026000000000000002,147849.38133979682,279424.9512219831,320136.746383977,105384.5438343999,163097.88310721386,92252.59869984981,58047.49030504605,36061.69305041602,1.2022552879426824e6,0.00037566682574314354,0.5232215013126554,12603.48263456073
0.027000000000000003,147849.51041144945,279425.2997820366,320136.4429110347,105384.17327128933,163097.8871626042,92252.23938002255,58047.20629748736,36061.62432140808,1.2022543835373323e6,0.0003756665431450211,0.523221107715447,12603.473153498564
0.028,147849.63948310204,279425.64834209013,320136.1394380925,105383.80270817877,163097.8912179946,92251.88006019527,58046.92228992868,36061.55299885228,1.2022534765384342e6,0.0003756662597364968,0.5232207129895265,12603.463645247715
0.029,147849.76855475467,279425.99690214364,320135.83596515015,105383.43214506822,163097.895273385,92251.52074036798,58046.63828237,36061.479082748585,1.2022525669459882e6,0.00037566597551757066,0.5232203171348941,12603.454109808186
0.030000000000000002,147849.8976264073,279426.34546219715,320135.5324922079,105383.06158195765,163097.89932877538,92251.1614205407,58046.35427481133,36061.40257309695,1.2022516547599945e6,0.00037566569048824266,0.5232199201515496,12603.444547179975
0.031,147850.05016631784,279426.75740186975,320135.17382036196,105382.6236315514,163097.90411808784,92250.73676889871,58046.018629175975,36061.32346989732,1.2022505880061607e6,0.000375665357161344,0.5232194559002812,12603.433364186185
0.032,147850.2027062284,279427.16934154235,320134.81514851603,105382.18568114516,163097.90890740027,92250.31211725675,58045.68298354063,36061.24177314965,1.2022495186587793e6,0.0003756650230240435,0.5232189905203009,12603.422154003718
0.033,147850.35524613893,279427.58128121495,320134.45647667005,105381.7477307389,163097.91369671273,92249.88746561478,58045.347337905274,36061.1574828539,1.2022484467178495e6,0.000375664688076341,0.5232185240116082,12603.410916632562
0.034,147850.50778604948,279427.99322088755,320134.09780482406,105381.30978033267,163097.91848602518,92249.4628139728,58045.01169226992,36061.07059901001,1.2022473721833718e6,0.0003756643523182367,0.5232180563742035,12603.399652072725
0.035,147850.66032596002,279428.4051605601,320133.73913297814,105380.8718299264,163097.92327533764,92249.03816233085,58044.67604663458,36060.98112161793,1.2022462950553456e6,0.00037566401574973035,0.5232175876080865,12603.388360324201
0.036000000000000004,147850.83633447086,279428.8804823854,320133.3252512249,105380.36648613219,163097.928796861,92248.5481784056,58044.28876275322,36060.8890506776,1.202245063342911e6,0.0003756636308784761,0.5232170515668348,12603.375448036406
0.037000000000000005,147851.0123429817,279429.35580421065,320132.91136947164,105379.86114233796,163097.93431838433,92248.05819448037,58043.90147887186,36060.79438618897,1.2022438290369275e6,0.0003756632451968198,0.5232165143968709,12603.362508559921
0.038,147851.1883514926,279429.8311260359,320132.4974877184,105379.35579854377,163097.93983990772,92247.56821055514,58043.514194990516,36060.697128151995,1.202242592137396e6,0.0003756628587047616,0.5232159760981948,12603.349541894753
0.039,147851.36436000344,279430.3064478612,320132.0836059652,105378.85045474952,163097.94536143108,92247.0782266299,58043.12691110916,36060.5972765666,1.202241352644316e6,0.0003756624714023013,0.5232154366708063,12603.336548040894
0.04,147851.54036851428,279430.7817696865,320131.6697242119,105378.34511095533,163097.95088295446,92246.58824270466,58042.7396272278,36060.49483143273,1.2022401105576877e6,0.00037566208328943906,0.5232148961147057,12603.323526998354
0.041,147851.7398460204,279431.320476589,320131.2006198541,105377.77236674368,163097.95713471415,92246.03292595562,58042.30070490511,36060.38979275033,1.2022387138675323e6,0.00037566164686785497,0.5232142882751502,12603.308885216116
0.042,147851.93932352652,279431.8591834916,320130.7315154963,105377.19962253202,163097.9633864739,92245.47760920659,58041.86178258241,36060.28216051932,1.2022373145838287e6,0.00037566120963586895,0.5232136793068822,12603.294216245195
0.043000000000000003,147852.13880103262,279432.39789039415,320130.2624111385,105376.6268783204,163097.9696382336,92244.92229245754,58041.422860259714,36060.17193473964,1.202235912706576e6,0.0003756607715934807,0.523213069209902,12603.27952008558
0.044000000000000004,147852.33827853872,279432.9365972967,320129.7933067807,105376.05413410877,163097.97588999328,92244.36697570849,58040.98393793701,36060.05911541124,1.202234508235775e6,0.0003756603327406905,0.5232124579842093,12603.264796737278
0.045,147852.53775604485,279433.47530419927,320129.3242024229,105375.4813898971,163097.98214175302,92243.81165895944,58040.54501561432,36059.94370253404,1.2022331011714248e6,0.00037565989307749805,0.5232118456298042,12603.250046200283
0.046,147852.7607029938,279434.0773994952,320128.7998610691,105374.84123730139,163097.9891215108,92243.1910087739,58040.05445462894,36059.82569610796,1.2022315394818808e6,0.00037565940509881363,0.5232111659825146,12603.233674696456
0.047,147852.98364994276,279434.6794947911,320128.2755197153,105374.20108470567,163097.99610126854,92242.57035858835,58039.563893643564,36059.70509613295,1.202229975198788e6,0.00037565891630972706,0.5232104852065126,12603.217276003938
0.048,147853.20659689174,279435.28159008693,320127.7511783614,105373.56093210995,163098.0030810263,92241.9497084028,58039.073332658176,36059.58190260892,1.2022284083221464e6,0.0003756584267102383,0.5232098033017981,12603.200850122726
0.049,147853.42954384073,279435.88368538284,320127.22683700756,105372.92077951424,163098.0100607841,92241.32905821725,58038.5827716728,36059.45611553581,1.2022268388519553e6,0.0003756579363003472,0.523209120268371,12603.184397052819
0.05,147853.65249078968,279436.4857806788,320126.70249565376,105372.28062691851,163098.01704054186,92240.70840803171,58038.09221068742,36059.327734913546,1.2022252667882151e6,0.000375657445080054,0.5232084361062312,12603.167916794218
0.051000000000000004,147853.8989076817,279437.1512680764,320126.12290121795,105371.57305703482,163098.0247457959,92240.0224237249,58037.55001079201,36059.19676074202,1.2022235400750658e6,0.00037565690553670214,0.5232076846406687,12603.149815314931
0.052000000000000005,147854.1453245737,279437.8167554739,320125.5433067822,105370.86548715115,163098.03245105,92239.33643941811,58037.007810896604,36059.0631930212,1.202221810768367e6,0.00037565636518294805,0.5232069320463933,12603.131686646948
0.053000000000000005,147854.39174146575,279438.4822428715,320124.96371234645,105370.15791726747,163098.0401563041,92238.65045511132,58036.4656110012,36058.927031750965,1.2022200788681188e6,0.00037565582401879154,0.5232061783234053,12603.113530790264
0.054,147854.63815835776,279439.14773026906,320124.3841179107,105369.4503473838,163098.04786155815,92237.96447080452,58035.923411105796,36058.78827693125,1.2022183443743212e6,0.00037565528204423277,0.5232054234717046,12603.095347744886
0.055,147854.88457524974,279439.81321766664,320123.8045234749,105368.7427775001,163098.05556681225,92237.27848649771,58035.381211210384,36058.64692856197,1.2022166072869739e6,0.0003756547392592716,0.523204667491291,12603.077137510807
0.056,147855.15446263758,279440.5421012669,320123.16965817637,105367.96778048763,163098.06399479695,92236.52716731283,58034.78737213165,36058.50298664304,1.202214715523453e6,0.00037565414814288886,0.5232038441958068,12603.057305775465
0.057,147855.4243500254,279441.2709848672,320122.53479287785,105367.19278347514,163098.07242278167,92235.77584812793,58034.19353305292,36058.35645117437,1.2022128211663826e6,0.00037565355621610376,0.5232030197716098,12603.037446851424
0.058,147855.69423741326,279441.9998684675,320121.89992757933,105366.41778646267,163098.08085076636,92235.02452894302,58033.599693974196,36058.207322155875,1.202210924215762e6,0.0003756529634789161,0.5232021942186996,12603.017560738677
0.059000000000000004,147855.96412480107,279442.72875206784,320121.2650622807,105365.64278945021,163098.08927875108,92234.27320975813,58033.00585489547,36058.055599587475,1.202209024671592e6,0.0003756523699313261,0.5232013675370769,12602.997647437236
0.060000000000000005,147856.23401218888,279443.4576356681,320120.63019698224,105364.86779243773,163098.09770673577,92233.52189057323,58032.41201581674,36057.90128346905,1.2022071225338716e6,0.0003756517755733335,0.523200539726741,12602.977706947084
0.061,147856.52737067794,279444.24991996575,320119.9400413446,105364.02535751839,163098.10685442132,92232.70523568134,58031.76653725546,36057.74437380054,1.202205065690665e6,0.00037565113287476004,0.5231996445885775,12602.956144648382
0.062,147856.82072916697,279445.04220426345,320119.2498857071,105363.18292259904,163098.11600210692,92231.88858078947,58031.121058694174,36057.584870581835,1.2022030062539086e6,0.00037565048936578417,0.5231987483217011,12602.934555160977
0.063,147857.11408765597,279445.8344885611,320118.5597300695,105362.34048767971,163098.12514979253,92231.07192589757,58030.475580132894,36057.42277381283,1.202200944223602e6,0.0003756498450464057,0.5231978509261117,12602.912938484867
0.064,147857.40744614502,279446.6267728587,320117.8695744319,105361.49805276038,163098.13429747807,92230.25527100569,58029.83010157162,36057.25808349344,1.2021988795997447e6,0.0003756491999166245,0.523196952401809,12602.891294620045
0.065,147857.70080463405,279447.41905715637,320117.1794187943,105360.65561784104,163098.14344516367,92229.43861611381,58029.18462301033,36057.09079962356,1.2021968123823372e6,0.0003756485539764408,0.5231960527487932,12602.86962356652
0.066,147858.01763488213,279448.2747470405,320116.4339516454,105359.7457332998,163098.15330925645,92228.55662461392,58028.48750464131,36056.9209222031,1.2021945904275824e6,0.0003756478596857206,0.5231950857540839,12602.846330370434
0.067,147858.33446513017,279449.1304369245,320115.6884844965,105358.83584875858,163098.16317334928,92227.67463311403,58027.79038627229,36056.74845123195,1.2021923658792772e6,0.00037564716458459785,0.5231941176306615,12602.823009985641
0.068,147858.65129537825,279449.98612680857,320114.9430173476,105357.92596421734,163098.1730374421,92226.79264161414,58027.093267903256,36056.57338671,1.202190138737421e6,0.00037564646867307224,0.5231931483785257,12602.799662412133
0.069,147858.96812562633,279450.8418166927,320114.19755019865,105357.0160796761,163098.18290153486,92225.91065011425,58026.39614953423,36056.395728637144,1.2021879090020142e6,0.00037564577195114393,0.5231921779976766,12602.776287649916
0.07,147859.2849558744,279451.6975065767,320113.45208304975,105356.10619513487,163098.1927656277,92225.02865861435,58025.699031165204,36056.215477013284,1.202185676673056e6,0.0003756450744188127,0.523191206488114,12602.752885698983
0.07100000000000001,147859.625258592,279452.61660733144,320112.65128152055,105355.12884831968,163098.20334256973,92224.08132953338,58024.950272637376,36056.03263183831,1.2021832895723423e6,0.00037564432852519355,0.5231901676218834,12602.72786124478
0.07200000000000001,147859.96556130954,279453.5357080862,320111.8504799914,105354.15150150453,163098.21391951173,92223.1340004524,58024.201514109525,36055.84719311212,1.2021808998780774e6,0.0003756435818211716,0.5231891276269394,12602.702809601864
0.07300000000000001,147860.30586402715,279454.45480884094,320111.0496784622,105353.17415468935,163098.2244964538,92222.18667137143,58023.4527555817,36055.65916083457,1.202178507590261e6,0.0003756428343067466,0.5231880865032816,12602.677730770227
0.074,147860.6461667447,279455.37390959566,320110.24887693307,105352.19680787416,163098.23507339583,92221.23934229047,58022.703997053846,36055.46853500559,1.2021761127088934e6,0.0003756420859819187,0.5231870442509104,12602.652624749873
0.075,147860.98646946228,279456.2930103504,320109.44807540387,105351.21946105898,163098.24565033783,92220.29201320949,58021.95523852602,36055.275315625026,1.2021737152339742e6,0.0003756413368466878,0.5231860008698256,12602.6274915408
0.076,147861.35024541224,279457.2755276562,320108.5919149284,105350.17463838079,163098.2569363067,92219.27934550229,58021.154839462404,36055.07950269279,1.2021711629503418e6,0.00037564053933862097,0.5231848901159888,12602.600735441025
0.077,147861.7140213622,279458.258044962,320107.7357544529,105349.12981570262,163098.2682222755,92218.26667779511,58020.354440398805,36054.881096208745,1.2021686080731577e6,0.00037563974102015104,0.5231837782334383,12602.573952152528
0.078,147862.07779731217,279459.2405622679,320106.8795939774,105348.08499302444,163098.27950824433,92217.2540100879,58019.55404133519,36054.680096172786,1.202166050602422e6,0.00037563894189127816,0.5231826652221742,12602.547141675313
0.079,147862.4415732621,279460.22307957377,320106.0234335019,105347.04017034626,163098.29079421316,92216.24134238072,58018.75364227158,36054.47650258478,1.2021634905381342e6,0.0003756381419520021,0.5231815510821961,12602.520304009371
0.08,147862.80534921208,279461.2055968796,320105.1672730265,105345.99534766808,163098.302080182,92215.22867467353,58017.95324320797,36054.27031544461,1.2021609278802942e6,0.0003756373412023228,0.523180435813504,12602.493439154701
0.081,147863.1925992098,279462.2515368143,320104.2557273404,105344.88303460104,163098.31407109046,92214.15066722286,58017.1012032058,36054.06153475216,1.2021582103742368e6,0.0003756364920674637,0.5231792531548679,12602.464950995201
0.082,147863.5798492075,279463.29747674905,320103.3441816544,105343.77072153399,163098.326061999,92213.07265977218,58016.249163203625,36053.850160507274,1.202155490274627e6,0.00037563564212220136,0.5231780693675178,12602.436435646972
0.083,147863.96709920524,279464.3434166838,320102.43263596843,105342.65840846697,163098.33805290746,92211.99465232152,58015.397123201445,36053.63619270987,1.2021527675814647e6,0.00037563479136653574,0.5231768844514535,12602.407893110012
0.084,147864.354349203,279465.3893566185,320101.5210902824,105341.54609539994,163098.35004381597,92210.91664487083,58014.54508319928,36053.41963135977,1.2021500422947498e6,0.0003756339398004668,0.5231756984066751,12602.379323384323
0.085,147864.74159920073,279466.4352965533,320100.6095445964,105340.43378233291,163098.36203472444,92209.83863742017,58013.6930431971,36053.200476456885,1.2021473144144819e6,0.00037563308742399437,0.5231745112331826,12602.350726469898
0.08600000000000001,147865.15232411405,279467.5446655929,320099.642585737,105339.2539634143,163098.37472622076,92208.69528903668,58012.78936182773,36052.978728001064,1.2021444316439445e6,0.0003756321866492022,0.5231732566514447,12602.320505809801
0.08700000000000001,147865.56304902735,279468.6540346325,320098.6756268776,105338.07414449571,163098.38741771705,92207.55194065317,58011.885680458356,36052.75438599217,1.202141546279854e6,0.00037563128506400655,0.5231720009409925,12602.290257960967
0.08800000000000001,147865.97377394067,279469.76340367214,320097.7086680182,105336.89432557709,163098.4001092133,92206.40859226968,58010.981999088996,36052.527450430076,1.2021386583222102e6,0.0003756303826684074,0.523170744101826,12602.259982923395
0.089,147866.38449885396,279470.87277271174,320096.74170915876,105335.7145066585,163098.41280070963,92205.2652438862,58010.07831771962,36052.29792131464,1.202135767771013e6,0.00037562947946240467,0.523169486133945,12602.229680697086
0.09,147866.7952237673,279471.98214175133,320095.7747502994,105334.53468773988,163098.42549220592,92204.1218955027,58009.174636350246,36052.06579864572,1.2021328746262626e6,0.0003756285754459984,0.5231682270373496,12602.199351282037
0.091,147867.22942451644,279473.15494677145,320094.75234860426,105333.28734657013,163098.43887967314,92202.91320492503,58008.2193131593,36051.83108242319,1.2021298265466432e6,0.0003756276230173364,0.5231669005130991,12602.167397653771
0.092,147867.66362526556,279474.3277517915,320093.7299469091,105332.04000540035,163098.45226714032,92201.7045143474,58007.26398996834,36051.5937726469,1.2021267758734697e6,0.00037562666977827066,0.523165572860134,12602.13541683676
0.093,147868.09782601474,279475.5005568116,320092.70754521387,105330.79266423058,163098.46565460754,92200.49582376974,58006.3086667774,36051.35386931669,1.202123722606742e6,0.00037562571572880113,0.5231642440784542,12602.103408831
0.094,147868.53202676386,279476.6733618317,320091.6851435188,105329.54532306081,163098.4790420747,92199.28713319208,58005.353343586445,36051.111372432446,1.2021206667464608e6,0.000375624760868928,0.5231629141680598,12602.0713736365
0.095,147868.96622751304,279477.84616685176,320090.6627418236,105328.29798189105,163098.4924295419,92198.07844261442,58004.398020395485,36050.86628199401,1.2021176082926253e6,0.000375623805198651,0.5231615831289506,12602.039311253251
0.096,147869.42390507058,279479.08241512865,320089.58486593,105326.98310113387,163098.50650809772,92196.80440850907,58003.39105490277,36050.61859800122,1.202114394856774e6,0.00037562280110138633,0.5231601846416681,12602.005624162535
0.097,147869.88158262815,279480.31866340555,320088.50699003646,105325.66822037667,163098.52058665355,92195.53037440371,58002.38408941005,36050.36832045395,1.2021111788273682e6,0.0003756217961937178,0.5231587850256707,12601.971909883068
0.098,147870.33926018572,279481.55491168244,320087.42911414296,105324.35333961948,163098.53466520936,92194.25634029835,58001.37712391733,36050.11544935203,1.2021079602044073e6,0.00037562079047564524,0.5231573842809581,12601.938168414845
0.099,147870.7969377433,279482.79115995934,320086.35123824945,105323.0384588623,163098.54874376513,92192.98230619298,58000.37015842462,36049.859984695315,1.2021047389878922e6,0.0003756197839471688,0.5231559824075307,12601.904399757874
0.1,147871.25461530083,279484.02740823623,320085.2733623559,105321.7235781051,163098.56282232096,92191.70827208765,57999.363192931894,36049.60192648365,1.2021015151778222e6,0.0003756187766082883,0.5231545794053882,12601.870603912148
0.101,147871.7357706918,279485.32710744836,320084.1399791999,105320.34113948769,163098.5775868177,92190.36889304905,57998.30458463153,36049.34127471688,1.2020981363360428e6,0.00037561772082689255,0.5231531089334459,12601.835182838005
0.10200000000000001,147872.2169260828,279486.62680666044,320083.0065960439,105318.95870087027,163098.5923513144,92189.02951401043,57997.24597633117,36049.07802939485,1.2020947549007083e6,0.0003756166642350927,0.5231516373327884,12601.799734575108
0.10300000000000001,147872.69808147373,279487.9265058725,320081.87321288796,105317.57626225287,163098.60711581117,92187.69013497182,57996.1873680308,36048.81219051739,1.2020913708718182e6,0.00037561560683288856,0.5231501646034153,12601.764259123445
0.10400000000000001,147873.1792368647,279489.22620508465,320080.73982973193,105316.19382363546,163098.6218803079,92186.3507559332,57995.12875973043,36048.54375808435,1.2020879842493727e6,0.0003756145486202803,0.5231486907453271,12601.728756483026
0.10500000000000001,147873.66039225567,279490.5259042967,320079.60644657596,105314.81138501804,163098.63664480462,92185.0113768946,57994.070151430074,36048.272732095575,1.2020845950333714e6,0.0003756134895972677,0.5231472157585233,12601.69322665384
0.106,147874.16502655722,279491.8890625258,320078.4175213915,105313.36136933083,163098.65208982874,92183.60665144514,57992.9598997905,36047.99911255088,1.2020810507334205e6,0.0003756123821154164,0.5231456732791847,12601.656071048596
0.107,147874.6696608588,279493.2522207549,320077.228596207,105311.9113536436,163098.66753485284,92182.20192599566,57991.849648150936,36047.72289945012,1.202077503839914e6,0.0003756112738231608,0.5231441296711306,12601.618888254588
0.108,147875.17429516034,279494.615378984,320076.03967102256,105310.4613379564,163098.6829798769,92180.79720054616,57990.739396511366,36047.444092793114,1.2020739543528508e6,0.00037561016472050066,0.5231425849343607,12601.581678271807
0.109,147875.67892946192,279495.9785372131,320074.8507458381,105309.01132226917,163098.69842490103,92179.3924750967,57989.629144871804,36047.16269257971,1.2020704022722316e6,0.00037560905480743615,0.5231410390688752,12601.54444110026
0.11,147876.1835637635,279497.3416954422,320073.6618206536,105307.56130658195,163098.71386992512,92177.9877496472,57988.518893232234,36046.87869880972,1.2020668475980556e6,0.00037560794408396695,0.5231394920746738,12601.507176739939
0.111,147876.71167810523,279498.7683211751,320072.41731697123,105306.04369367898,163098.72998979694,92176.51767623704,57987.35699769625,36046.59211148298,1.2020631377851437e6,0.0003756067848845401,0.5231378775640946,12601.46828602922
0.112,147877.23979244696,279500.19494690804,320071.17281328887,105304.52608077598,163098.7461096688,92175.04760282687,57986.195102160294,36046.30293059932,1.202059425378675e6,0.00037560562487470866,0.5231362619247995,12601.42936812973
0.113,147877.76790678865,279501.621572641,320069.92830960656,105303.00846787299,163098.7622295406,92173.57752941673,57985.03320662431,36046.011156158565,1.2020557103786494e6,0.00037560446405447245,0.5231346451567883,12601.39042304146
0.114,147878.2960211304,279503.04819837393,320068.68380592426,105301.49085497002,163098.77834941246,92172.10745600656,57983.871311088355,36045.716788160535,1.2020519927850661e6,0.00037560330242383144,0.5231330272600608,12601.351450764407
0.115,147878.8241354721,279504.47482410684,320067.4393022419,105299.97324206703,163098.79446928427,92170.63738259638,57982.709415552374,36045.41982660505,1.2020482725979257e6,0.00037560213998278567,0.5231314082346173,12601.312451298578
0.116,147879.37573103572,279505.9649262367,320066.139181888,105298.38801086594,163098.81125805803,92169.10195960378,57981.49587553718,36045.12027149195,1.2020443972147172e6,0.0003756009290478677,0.523129721667845,12601.271824881325
0.117,147879.92732659934,279507.45502836653,320064.8390615342,105296.8027796648,163098.82804683177,92167.56653661118,57980.28233552198,36044.81812282102,1.2020405192379504e6,0.0003755997173025446,0.5231280339723561,12601.231171275283
0.11800000000000001,147880.47892216296,279508.94513049634,320063.53894118033,105295.21754846367,163098.84483560556,92166.03111361859,57979.068795506784,36044.51338059211,1.2020366386676263e6,0.00037559850474681676,0.523126345148151,12601.190490480461
0.11900000000000001,147881.03051772658,279510.4352326262,320062.23882082646,105293.63231726256,163098.86162437932,92164.49569062599,57977.8552554916,36044.20604480502,1.2020327555037437e6,0.00037559729138068377,0.5231246551952293,12601.149782496846
0.12000000000000001,147881.5821132902,279511.9253347561,320060.9387004726,105292.04708606144,163098.87841315306,92162.9602676334,57976.6417154764,36043.89611545956,1.2020288697463027e6,0.00037559607720414565,0.5231229641135909,12601.109047324442
0.121,147882.15719130964,279513.4789225842,320059.5829235684,105290.39421454335,163098.89586461626,92161.35949336443,57975.376530373615,36043.58359255555,1.2020248287329155e6,0.0003755948145150253,0.5231212054645649,12601.066684572901
0.122,147882.73226932905,279515.03251041233,320058.2271466641,105288.74134302526,163098.9133160794,92159.75871909548,57974.11134527084,36043.268476092795,1.2020207851259694e6,0.0003755935510154997,0.5231194456868219,12601.024294632565
0.123,147883.30734734848,279516.58609824046,320056.8713697599,105287.08847150719,163098.93076754262,92158.15794482653,57972.846160168054,36042.95076607113,1.2020167389254642e6,0.0003755922867055687,0.523117684780362,12600.98187750343
0.124,147883.8824253679,279518.13968606864,320055.5155928557,105285.4355999891,163098.94821900578,92156.55717055759,57971.58097506527,36042.63046249033,1.2020126901314e6,0.0003755910215852324,0.5231159227451854,12600.939433185495
0.125,147884.45750338733,279519.69327389676,320054.1598159515,105283.78272847101,163098.96567046896,92154.95639628862,57970.315789962486,36042.30756535022,1.2020086387437768e6,0.0003755897556544908,0.5231141595812917,12600.896961678764
0.126,147885.05606514864,279521.3103571341,320052.7483409116,105282.06219368099,163098.98377814193,92153.2902689773,57968.998959138255,36041.982074650594,1.2020044320377833e6,0.00037558844119166143,0.5231123288228433,12600.852861938492
0.127,147885.65462690996,279522.9274403714,320051.3368658717,105280.34165889096,163099.0018858149,92151.62414166596,57967.682128314016,36041.65399039126,1.20200022273823e6,0.0003755871259184265,0.5231104969356777,12600.808735009414
0.128,147886.25318867128,279524.5445236087,320049.92539083184,105278.62112410093,163099.0199934879,92149.95801435466,57966.365297489785,36041.32331257203,1.201996010845117e6,0.00037558580983478604,0.5231086639197949,12600.764580891533
0.129,147886.8517504326,279526.161606846,320048.513915792,105276.9005893109,163099.03810116087,92148.29188704332,57965.048466665554,36040.990041192694,1.2019917963584438e6,0.00037558449294073986,0.5231068297751947,12600.72039958484
