"ma GeV","|cGeff|","P_Drell-Yan,FNAL (DUNE)","P_Drell-Yan,SPS (SHiP)","P_Drell-Yan,LHC"
0.525,2.9829974635889807,0,0,0
0.526,2.983069282959679,0,0,0
0.527,2.9831386459558473,0,0,0
0.528,2.9832055762545875,0,0,0
0.529,2.983270097279481,0,0,0
0.53,2.983332232203634,0,0,0
0.531,2.983392003952696,0,0,0
0.532,2.9834494352078456,0,0,0
0.533,2.983504548408712,0,0,0
0.534,2.9835573657562833,0,0,0
0.535,2.9836079092157504,0,0,0
0.536,2.9836562005193312,0,0,0
0.537,2.983702261169046,0,0,0
0.538,2.9837461124394555,0,0,0
0.539,2.983787775380368,0,0,0
0.54,2.983827270819502,0,0,0
0.541,2.983864619365122,0,0,0
0.542,2.9838998414086264,0,0,0
0.543,2.9839329571271116,0,0,0
0.544,2.9839639864858998,0,0,0
0.545,2.983992949241023,0,0,0
0.546,2.9840198649416902,0,0,0
0.548,2.984067632356871,0,0,0
0.549,2.98408852215733,0,0,0
0.55,2.9841074410799218,0,0,0
0.551,2.984124407675456,0,0,0
0.552,2.984139440301997,0,0,0
0.553,2.9841525571270973,0,0,0
0.554,2.984163776130006,0,0,0
0.555,2.9841731151038484,0,0,0
0.556,2.9841805916577786,0,0,0
0.557,2.984186223219102,0,0,0
0.558,2.9841900270353667,0,0,0
0.559,2.984192020176443,0,0,0
0.56,2.984192219536541,0,0,0
0.561,2.9841906418362516,0,0,0
0.562,2.9841873036245197,0,0,0
0.5630000000000001,2.984182221280601,0,0,0
0.5640000000000001,2.984175411016014,0,0,0
0.5650000000000001,2.9841668888764357,0,0,0
0.5660000000000001,2.984156670743607,0,0,0
0.5670000000000001,2.984144772337174,0,0,0
0.5680000000000001,2.984131209216536,0,0,0
0.5690000000000001,2.9841159967826685,0,0,0
0.5700000000000001,2.984099150279902,0,0,0
0.5710000000000001,2.984080684797695,0,0,0
0.5720000000000001,2.984060615272382,0,0,0
0.5730000000000001,2.984038956488896,0,0,0
0.5740000000000001,2.9840157230824684,0,0,0
0.5750000000000001,2.9839909295403135,0,0,0
0.5760000000000001,2.98396459020328,0,0,0
0.5770000000000001,2.9839367192674913,0,0,0
0.578,2.9839073307859696,0,0,0
0.579,2.9838764386702197,0,0,0
0.58,2.983844056691819,0,0,0
0.581,2.9838101984839627,0,0,0
0.582,2.9837748775430017,0,0,0
0.583,2.9837381072299705,0,0,0
0.584,2.983699900772072,0,0,0
0.585,2.9836602712641658,0,0,0
0.586,2.983619231670231,0,0,0
0.587,2.983576794824797,0,0,0
0.588,2.9835329734343867,0,0,0
0.589,2.9834877800789044,0,0,0
0.59,2.983441227213045,0,0,0
0.591,2.9833933271676485,0,0,0
0.592,2.983344092151067,0,0,0
0.593,2.983293534250503,0,0,0
0.594,2.9832416654333276,0,0,0
0.595,2.983188497548387,0,0,0
0.596,2.983134042327293,0,0,0
0.597,2.983078311385699,0,0,0
0.598,2.98302131622456,0,0,0
0.599,2.9829630682313657,0,0,0
0.6,2.982903578681385,0,0,0
0.601,2.9828428587388616,0,0,0
0.602,2.982780919458225,0,0,0
0.603,2.982717771785265,0,0,0
0.604,2.982653426558309,0,0,0
0.605,2.982587894509372,0,0,0
0.606,2.982521186265293,0,0,0
0.607,2.982453312348876,0,0,0
0.608,2.982384283179992,0,0,0
0.609,2.9823141090766807,0,0,0
0.61,2.982242800256242,0,0,0
0.611,2.982170366836305,0,0,0
0.612,2.9820968188358945,0,0,0
0.613,2.982022166176468,0,0,0
0.614,2.9819464186829685,0,0,0
0.615,2.981869586084833,0,0,0
0.616,2.9817916780170135,0,0,0
0.617,2.9817127040209654,0,0,0
0.618,2.9816326735456475,0,0,0
0.619,2.9815515959484857,0,0,0
0.62,2.9814694804963477,0,0,0
0.621,2.981386336366485,0,0,0
0.622,2.9813021726474824,0,0,0
0.623,2.9812169983401837,0,0,0
0.624,2.981130822358614,0,0,0
0.625,2.98104365353088,0,0,0
0.626,2.980955500600082,0,0,0
0.627,2.980866372225192,0,0,0
0.628,2.9807762769819215,0,0,0
0.629,2.980685223363608,0,0,0
0.63,2.9805932197820577,0,0,0
0.631,2.9805002745683935,0,0,0
0.632,2.9804063959738953,0,0,0
0.633,2.9803115921708243,0,0,0
0.634,2.9802158712532414,0,0,0
0.635,2.9801192412378064,0,0,0
0.636,2.9800217100645954,0,0,0
0.637,2.9799232855978715,0,0,0
0.638,2.97982397562687,0,0,0
0.639,2.9797237878665745,0,0,0
0.64,2.9796227299584745,0,0,0
0.641,2.979520809471316,0,0,0
0.642,2.9794180339018554,0,0,0
0.643,2.979314410675586,0,0,0
0.644,2.979209947147466,0,0,0
0.645,2.979104650602652,0,0,0
0.646,2.978998528257186,0,0,0
0.647,2.978891587258721,0,0,0
0.648,2.9787838346872033,0,0,0
0.649,2.9786752775555607,0,0,0
0.65,2.9785659228103896,0,0,0
0.651,2.9784557773326146,0,0,0
0.652,2.9783448479381662,0,0,0
0.653,2.978233141378622,0,0,0
0.654,2.9781206643418665,0,0,0
0.655,2.9780074234527323,0,0,0
0.656,2.9778934252736287,0,0,0
0.657,2.9777786763051712,0,0,0
0.658,2.977663182986809,0,0,0
0.659,2.977546951697425,0,0,0
0.66,2.9774299887559534,0,0,0
0.661,2.9773123004219735,0,0,0
0.662,2.9771938928963073,0,0,0
0.663,2.9770747723215982,0,0,0
0.664,2.976954944782897,0,0,0
0.665,2.976834416308236,0,0,0
0.666,2.976713192869192,0,0,0
0.667,2.976591280381446,0,0,0
0.668,2.9764686847053463,0,0,0
0.669,2.9763454116464416,0,0,0
0.67,2.9762214669560367,0,0,0
0.671,2.976096856331729,0,0,0
0.672,2.975971585417925,0,0,0
0.673,2.9758456598063785,0,0,0
0.674,2.9757190850367032,0,0,0
0.675,2.975591866596887,0,0,0
0.676,2.975464009923797,0,0,0
0.677,2.975335520403691,0,0,0
0.678,2.975206403372688,0,0,0
0.679,2.9750766641173025,0,0,0
0.68,2.9749463078748843,0,0,0
0.681,2.974815339834129,0,0,0
0.682,2.974683765135538,0,0,0
0.683,2.9745515888718965,0,0,0
0.684,2.9744188160887304,0,0,0
0.685,2.9742854517847777,0,0,0
0.686,2.9741515009124293,0,0,0
0.687,2.974016968378188,0,0,0
0.6880000000000001,2.9738818590431078,0,0,0
0.6890000000000001,2.9737461777232443,0,0,0
0.6900000000000001,2.9736099291900744,0,0,0
0.6910000000000001,2.9734731181709333,0,0,0
0.6920000000000001,2.9733357493494506,0,0,0
0.6930000000000001,2.973197827365957,0,0,0
0.6940000000000001,2.9730593568179113,0,0,0
0.6950000000000001,2.972920342260304,0,0,0
0.6960000000000001,2.972780788206078,0,0,0
0.6970000000000001,2.972640699126513,0,0,0
0.6980000000000001,2.972500079451643,0,0,0
0.6990000000000001,2.972358933570647,0,0,0
0.7000000000000001,2.9722172658322332,0,0,0
0.7010000000000001,2.9720750805450273,0,0,0
0.7020000000000001,2.9719323819779637,0,0,0
0.7030000000000001,2.9717891743606555,0,0,0
0.7040000000000001,2.9716454618837687,0,0,0
0.705,2.971501248699399,0,0,0
0.706,2.971356538921432,0,0,0
